Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
"Sibley, Lindsay & Curr Building",Monroe,01/08/2014,00NR01608,-77.6058,43.1579688528,"(43.15796885280, -77.60580000000)"
CHANCELLOR (Canal Tugboat),Oswego,02/18/2000,99NR01573,-76.4168,43.3198415256,"(43.31984152560, -76.41680000000)"
Hessinger Store,Sullivan,06/02/2000,00NR01584,-74.9476,41.8360926974,"(41.83609269740, -74.94760000000)"
"Fischel, Harry, House (Fairlawn"")""",Greene,04/21/2000,00NR01595,-74.2151,42.2115273239,"(42.21152732390, -74.21510000000)"
Sloat's Dam and Mill Pond,Rockland,04/06/2000,00NR01597,-74.1893,41.1579424577,"(41.15794245770, -74.18930000000)"
Wayside Chapel (Former),Rockland,04/06/2000,00NR01596,-73.9201,41.0734557996,"(41.07345579960, -73.92010000000)"
"Hopper, Edward, Birthplasce and Boyhood Home",Rockland,04/06/2000,00NR01583,-73.9181,41.0932921643,"(41.09329216430, -73.91810000000)"
Brotherhood Winery,Orange,04/21/2000,00NR01598,-74.1624,41.4323870048,"(41.43238700480, -74.16240000000)"
Halcott Grange No. 881,Greene,04/06/2000,00NR01594,-74.4858,42.1910456483,"(42.19104564830, -74.48580000000)"
New York Savings Bank,New York,01/07/2000,99NR01554,-74.0028,40.7401344165,"(40.74013441650, -74.00280000000)"
Narrowsburg Methodist Church,Sullivan,02/04/2000,00NR01589,-75.0622,41.6053348533,"(41.60533485330, -75.06220000000)"
Epworth Hall,Wyoming,04/06/2000,99NR01521,-78.0211,42.6980461262,"(42.69804612620, -78.02110000000)"
Hankins District No. 1 Schoolhouse,Sullivan,02/04/2000,00NR01600,-75.0829,41.8161586372,"(41.81615863720, -75.08290000000)"
Lordville Presbyterian Church,Delaware,02/04/2000,00NR01585,-75.2157,41.8694930346,"(41.86949303460, -75.21570000000)"
Ravina,Delaware,02/04/2000,00NR01586,-75.2078,41.8711027814,"(41.87110278140, -75.20780000000)"
Partridge-Sheldon House,Chautauqua,06/02/2000,00NR01593,-79.2378,42.0893835377,"(42.08938353770, -79.23780000000)"
Northrup-Gilbert House,Oswego,02/04/2000,99NR01572,-76.2964,43.2286831487,"(43.22868314870, -76.29640000000)"
Weldon House,Greene,01/07/2000,99NR01564,-74.0812,42.3653241051,"(42.36532410510, -74.08120000000)"
Jerome Park Reservoir,Bronx,09/07/2000,99NR01517,-73.895,40.8780229313,"(40.87802293130, -73.89500000000)"
Trinity Episcopal Church and Parish House,Jefferson,06/30/2000,99NR01473,-75.9147,43.9735694391,"(43.97356943910, -75.91470000000)"
Rosemary Lodge,Suffolk,01/14/2000,99NR01443,-72.3392,40.9109970633,"(40.91099706330, -72.33920000000)"
"Asbury United Methodist Church, and Bethel Chapel and Cemetery",Westchester,03/31/2000,99NR01565,-73.8827,41.2088589464,"(41.20885894640, -73.88270000000)"
"Asbury United Methodist Church, and Bethel Chapel and Cemetery",Westchester,03/31/2000,99NR01565,-73.8796,41.2071499407,"(41.20714994070, -73.87960000000)"
First United Methodist Church (Chester Hill ME Church),Westchester,01/07/2000,99NR01566,-73.8294,40.9184569951,"(40.91845699510, -73.82940000000)"
People's National Bank and Trust Company Building,Westchester,09/14/2000,99NR01567,-73.7659,41.0316485939,"(41.03164859390, -73.76590000000)"
Church of St. Barnabas,Westchester,03/24/2000,98NR01386,-73.8656,41.0397376443,"(41.03973764430, -73.86560000000)"
Fort Edward Delaware & Hudson Railroad Station,Washington,12/13/2000,98NR01342,-73.5805,43.2698508802,"(43.26985088020, -73.58050000000)"
Disciples of Christ Church,Erie,05/22/2002,98NR01344,-78.7424,42.963694081,"(42.96369408100, -78.74240000000)"
St. Philips Protestant Episcopal Church,New York,09/25/2008,97NR01231,-73.9452,40.8147629525,"(40.81476295250, -73.94520000000)"
St. George's Church,Queens,03/07/2008,95NR00810,-73.8312,40.7603598655,"(40.76035986550, -73.83120000000)"
Batchellerville Presbyterian Church,Saratoga,06/16/2000,99NR01546,-74.0813,43.2093317085,"(43.20933170850, -74.08130000000)"
St. Philip's Church in the Higlands Complex,Putnam,10/11/1995,91NR00254,-73.9384,41.3819737011,"(41.38197370110, -73.93840000000)"
